Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Delivery_Days,Past_Orders,Past_Returns,Past_Return_Rate,Region
ORD00008541,PROD00008541,USER00008541,2024-08-05,,Toys,411.84,1,,Not Returned,,34,Female,City03,Wallet,Standard,14.33,5,2,0,0.0,South
ORD00002040,PROD00002040,USER00002040,2023-09-15,1.696032e+18,Home,93.14,1,Other,Returned,15.0,31,Female,City22,Credit Card,Next-Day,0.0,1,6,0,0.0,North
ORD00007331,PROD00007331,USER00007331,2023-01-15,,Grocery,371.54,1,,Not Returned,,25,Male,City30,Wallet,Express,5.43,3,8,1,0.125,North
ORD00007317,PROD00007317,USER00007317,2024-02-02,1.7096832e+18,Clothing,128.17,3,Quality Issue,Returned,33.0,34,Female,City11,Credit Card,Standard,43.37,7,0,0,0.0,North
ORD00007779,PROD00007779,USER00007779,2023-05-26,1.6867872e+18,Toys,327.34,8,Late Delivery,Returned,20.0,24,Male,City34,Credit Card,Express,0.0,4,8,4,0.5,West
ORD00004659,PROD00004659,USER00004659,2024-10-07,,Toys,5.59,3,,Not Returned,,55,Male,City30,Credit Card,Next-Day,0.0,1,8,4,0.5,North
ORD00007313,PROD00007313,USER00007313,2023-08-06,,Accessories,51.27,7,,Not Returned,,30,Male,City21,Wallet,Express,63.12,4,3,0,0.0,North
ORD00002775,PROD00002775,USER00002775,2023-07-30,1.691712e+18,Books,450.44,4,Size Issue,Returned,12.0,18,Female,City06,Credit Card,Express,0.0,8,3,0,0.0,South
ORD00004145,PROD00004145,USER00004145,2024-07-02,,Electronics,118.28,1,,Not Returned,,31,Male,City02,Credit Card,Standard,0.0,5,3,1,0.333,East
ORD00002323,PROD00002323,USER00002323,2024-07-18,,Toys,199.84,1,,Not Returned,,66,Female,City19,Credit Card,Express,15.76,3,8,1,0.125,West
ORD00000762,PROD00000762,USER00000762,2023-02-08,,Accessories,320.36,1,,Not Returned,,47,Male,City39,Debit Card,Express,14.75,7,2,0,0.0,West
ORD00002617,PROD00002617,USER00002617,2024-10-05,1.7289504e+18,Electronics,436.15,7,Changed Mind,Returned,10.0,23,Male,City05,Debit Card,Next-Day,0.0,1,4,0,0.0,North
ORD00002411,PROD00002411,USER00002411,2024-08-06,,Automotive,382.93,1,,Not Returned,,23,Female,City01,Cash on Delivery,Next-Day,0.0,1,3,0,0.0,North
ORD00001094,PROD00001094,USER00001094,2024-09-21,,Electronics,431.79,1,,Not Returned,,24,Male,City29,Cash on Delivery,Standard,0.0,5,0,0,0.0,West
ORD00006173,PROD00006173,USER00006173,2023-04-04,,Clothing,53.19,2,,Not Returned,,44,Female,City23,Credit Card,Express,6.28,3,1,0,0.0,West
ORD00007048,PROD00007048,USER00007048,2023-02-15,1.6772832e+18,Toys,65.1,1,Size Issue,Returned,10.0,26,Male,City31,Wallet,Standard,21.63,5,5,1,0.2,North
ORD00009272,PROD00009272,USER00009272,2024-03-25,,Books,146.97,4,,Not Returned,,57,Female,City01,Credit Card,Next-Day,41.33,3,4,0,0.0,North
ORD00003135,PROD00003135,USER00003135,2023-03-13,,Toys,403.42,7,,Not Returned,,18,Male,City25,Debit Card,Next-Day,8.37,3,3,1,0.333,North
ORD00007787,PROD00007787,USER00007787,2023-08-29,1.6941312e+18,Toys,177.12,2,Quality Issue,Returned,10.0,55,Male,City22,Credit Card,Next-Day,52.44,2,2,0,0.0,West
ORD00005040,PROD00005040,USER00005040,2023-05-10,1.6862688e+18,Clothing,186.21,3,Late Delivery,Returned,30.0,24,Male,City24,Credit Card,Standard,13.9,5,7,1,0.143,East
ORD00003805,PROD00003805,USER00003805,2023-02-17,,Electronics,294.63,3,,Not Returned,,27,Female,City23,PayPal,Standard,6.29,5,6,2,0.333,North
ORD00000884,PROD00000884,USER00000884,2024-01-19,,Electronics,325.52,3,,Not Returned,,20,Male,City48,PayPal,Express,45.2,3,2,0,0.0,North
ORD00002654,PROD00002654,USER00002654,2024-10-03,,Beauty,168.8,7,,Not Returned,,34,Male,City22,Debit Card,Standard,0.0,5,4,1,0.25,Central
ORD00005921,PROD00005921,USER00005921,2023-08-01,,Beauty,364.87,2,,Not Returned,,26,Male,City22,Wallet,Express,49.6,3,1,0,0.0,East
ORD00006187,PROD00006187,USER00006187,2023-11-23,1.7011296e+18,Clothing,146.86,1,Size Issue,Returned,5.0,57,Female,City15,Debit Card,Next-Day,35.87,1,1,1,1.0,North
ORD00008085,PROD00008085,USER00008085,2023-09-09,1.6950816e+18,Clothing,148.57,4,Changed Mind,Returned,10.0,43,Male,City06,Wallet,Express,14.59,3,10,1,0.1,East
ORD00006742,PROD00006742,USER00006742,2024-06-16,,Sports,124.2,2,,Not Returned,,65,Female,City41,Wallet,Express,24.62,4,2,0,0.0,North
ORD00007626,PROD00007626,USER00007626,2024-09-30,1.7302464e+18,Beauty,482.25,2,Damaged,Returned,30.0,31,Female,City03,Wallet,Express,16.25,3,1,0,0.0,West
ORD00005680,PROD00005680,USER00005680,2023-07-15,1.6906752e+18,Toys,284.09,3,Damaged,Returned,15.0,53,Female,City37,Credit Card,Express,45.73,3,3,1,0.333,West
ORD00007007,PROD00007007,USER00007007,2023-06-02,1.688256e+18,Clothing,482.77,2,Size Issue,Returned,30.0,46,Male,City48,Credit Card,Next-Day,17.22,1,1,0,0.0,East
ORD00009686,PROD00009686,USER00009686,2023-06-24,,Accessories,451.76,3,,Not Returned,,56,Male,City38,Debit Card,Standard,10.09,5,6,2,0.333,East
ORD00002202,PROD00002202,USER00002202,2024-01-28,,Clothing,300.37,1,,Not Returned,,30,Male,City41,Credit Card,Next-Day,5.97,2,5,1,0.2,West
ORD00006107,PROD00006107,USER00006107,2023-12-12,1.7040672e+18,Clothing,166.18,3,Size Issue,Returned,20.0,56,Male,City25,Credit Card,Standard,11.51,5,5,2,0.4,North
ORD00006417,PROD00006417,USER00006417,2024-11-11,1.7325792e+18,Electronics,184.73,3,Changed Mind,Returned,15.0,53,Male,City07,PayPal,Standard,21.02,5,4,1,0.25,North
ORD00001262,PROD00001262,USER00001262,2023-03-11,,Grocery,433.98,1,,Not Returned,,25,Male,City13,Credit Card,Next-Day,61.22,1,4,1,0.25,North
ORD00008379,PROD00008379,USER00008379,2023-08-22,,Home,285.83,7,,Not Returned,,32,Female,City08,PayPal,Next-Day,0.0,4,5,0,0.0,North
ORD00000975,PROD00000975,USER00000975,2024-06-19,1.7204832e+18,Clothing,316.95,9,Size Issue,Returned,20.0,54,Female,City24,PayPal,Next-Day,7.5,1,4,1,0.25,North
ORD00005831,PROD00005831,USER00005831,2023-08-28,,Grocery,94.25,3,,Not Returned,,30,Female,City25,Wallet,Express,0.0,4,4,0,0.0,South
ORD00004925,PROD00004925,USER00004925,2024-10-12,1.7291232e+18,Electronics,134.16,3,Wrong Item,Returned,5.0,43,Male,City37,Wallet,Express,0.0,4,4,1,0.25,West
ORD00000941,PROD00000941,USER00000941,2024-04-19,1.7147808e+18,Clothing,378.52,2,Quality Issue,Returned,15.0,25,Female,City11,Credit Card,Next-Day,16.81,1,5,2,0.4,East
ORD00004723,PROD00004723,USER00004723,2024-10-30,,Grocery,151.86,5,,Not Returned,,23,Male,City19,Debit Card,Next-Day,43.5,1,10,1,0.1,West
ORD00002387,PROD00002387,USER00002387,2023-04-17,1.6829856e+18,Electronics,486.5,2,Damaged,Returned,15.0,27,Female,City36,Cash on Delivery,Next-Day,0.0,2,6,1,0.167,South
ORD00009728,PROD00009728,USER00009728,2023-08-11,1.692144e+18,Home,377.3,1,Quality Issue,Returned,5.0,47,Female,City43,PayPal,Standard,11.15,5,5,0,0.0,North
ORD00005021,PROD00005021,USER00005021,2024-01-22,1.7071776e+18,Electronics,320.72,3,Quality Issue,Returned,15.0,25,Female,City19,Credit Card,Express,63.11,5,5,1,0.2,North
ORD00004391,PROD00004391,USER00004391,2023-12-07,,Clothing,130.36,5,,Not Returned,,47,Female,City25,PayPal,Standard,13.94,5,1,1,1.0,South
ORD00005148,PROD00005148,USER00005148,2024-12-04,,Toys,313.27,1,,Not Returned,,24,Male,City45,Debit Card,Express,13.43,5,3,1,0.333,Central
ORD00003221,PROD00003221,USER00003221,2023-09-29,1.6968096e+18,Clothing,323.69,3,Damaged,Returned,10.0,44,Male,City09,Credit Card,Next-Day,12.09,1,6,0,0.0,North
ORD00003882,PROD00003882,USER00003882,2023-07-22,,Toys,41.62,2,,Not Returned,,18,Male,City07,Debit Card,Express,0.0,3,7,0,0.0,Central
ORD00009438,PROD00009438,USER00009438,2023-09-13,,Clothing,29.26,4,,Not Returned,,24,Male,City15,Wallet,Standard,9.54,7,5,2,0.4,South
ORD00006624,PROD00006624,USER00006624,2024-03-03,,Electronics,256.09,2,,Not Returned,,18,Male,City13,Debit Card,Standard,52.1,7,4,1,0.25,North
ORD00005918,PROD00005918,USER00005918,2023-02-24,,Toys,194.15,4,,Not Returned,,19,Female,City20,Credit Card,Next-Day,19.25,1,3,1,0.333,East
ORD00002789,PROD00002789,USER00002789,2023-08-13,,Electronics,368.31,8,,Not Returned,,34,Male,City37,Credit Card,Standard,0.0,5,2,0,0.0,East
ORD00000944,PROD00000944,USER00000944,2024-10-18,1.7300736e+18,Accessories,315.24,4,Quality Issue,Returned,10.0,53,Male,City23,Credit Card,Standard,53.1,6,2,0,0.0,East
ORD00008908,PROD00008908,USER00008908,2023-04-28,1.683072e+18,Home,506.75,1,Damaged,Returned,5.0,44,Female,City14,Cash on Delivery,Express,38.23,3,3,1,0.333,West
ORD00001857,PROD00001857,USER00001857,2024-09-22,,Sports,461.53,2,,Not Returned,,32,Male,City32,Credit Card,Standard,0.0,6,2,0,0.0,North
ORD00009080,PROD00009080,USER00009080,2023-03-27,,Beauty,463.75,3,,Not Returned,,47,Female,City38,Credit Card,Standard,16.93,7,3,1,0.333,South
ORD00004108,PROD00004108,USER00004108,2024-07-05,1.7218656e+18,Home,443.95,2,Wrong Item,Returned,20.0,65,Male,City41,Debit Card,Standard,0.0,5,5,1,0.2,South
ORD00008513,PROD00008513,USER00008513,2024-10-25,,Automotive,154.03,1,,Not Returned,,30,Female,City17,Debit Card,Express,6.84,3,3,2,0.667,Central
ORD00003255,PROD00003255,USER00003255,2023-08-01,,Home,39.05,3,,Not Returned,,53,Male,City41,Credit Card,Express,24.52,4,0,0,0.0,East
ORD00002690,PROD00002690,USER00002690,2023-12-30,1.7047584e+18,Home,145.61,3,Damaged,Returned,10.0,26,Male,City26,PayPal,Express,60.65,5,6,1,0.167,East
ORD00009512,PROD00009512,USER00009512,2023-04-02,1.6815168e+18,Beauty,387.95,2,Damaged,Returned,13.0,65,Male,City15,Credit Card,Express,5.16,7,3,1,0.333,North
ORD00006961,PROD00006961,USER00006961,2023-08-05,,Home,491.59,3,,Not Returned,,25,Male,City07,PayPal,Next-Day,0.0,4,4,1,0.25,North
ORD00001319,PROD00001319,USER00001319,2024-10-28,,Toys,100.22,4,,Not Returned,,18,Female,City03,Cash on Delivery,Express,24.52,3,3,1,0.333,East
ORD00008882,PROD00008882,USER00008882,2023-10-15,,Grocery,215.43,3,,Not Returned,,54,Female,City13,Debit Card,Next-Day,16.7,1,5,1,0.2,West
ORD00009880,PROD00009880,USER00009880,2023-10-07,,Beauty,73.22,1,,Not Returned,,64,Male,City27,Credit Card,Standard,15.02,6,2,0,0.0,West
ORD00005162,PROD00005162,USER00005162,2024-11-18,,Electronics,147.44,6,,Not Returned,,64,Male,City01,Credit Card,Next-Day,0.0,1,1,0,0.0,East
ORD00005829,PROD00005829,USER00005829,2023-11-28,,Electronics,106.26,6,,Not Returned,,45,Female,City29,Debit Card,Express,0.0,3,3,1,0.333,North
ORD00007953,PROD00007953,USER00007953,2023-06-16,1.6881696e+18,Sports,235.14,3,Damaged,Returned,15.0,23,Female,City07,Credit Card,Express,22.27,5,10,0,0.0,Central
ORD00005958,PROD00005958,USER00005958,2024-04-13,,Beauty,324.49,1,,Not Returned,,56,Male,City11,Debit Card,Next-Day,0.0,1,6,0,0.0,West
ORD00009271,PROD00009271,USER00009271,2024-02-05,1.7079552e+18,Clothing,39.92,1,Size Issue,Returned,10.0,18,Male,City50,Debit Card,Next-Day,70.0,1,6,0,0.0,South
ORD00003475,PROD00003475,USER00003475,2024-01-19,,Electronics,183.2,3,,Not Returned,,44,Female,City35,PayPal,Next-Day,27.47,2,6,1,0.167,East
ORD00003505,PROD00003505,USER00003505,2023-06-12,,Clothing,341.92,2,,Not Returned,,57,Male,City21,Credit Card,Express,45.05,4,4,0,0.0,North
ORD00004749,PROD00004749,USER00004749,2024-09-21,,Clothing,284.64,2,,Not Returned,,24,Female,City43,Debit Card,Express,7.43,3,2,0,0.0,West
ORD00002477,PROD00002477,USER00002477,2024-08-25,1.726272e+18,Clothing,209.92,6,Late Delivery,Returned,20.0,18,Female,City41,Credit Card,Next-Day,5.22,1,4,1,0.25,North
ORD00009490,PROD00009490,USER00009490,2024-11-29,,Toys,248.88,2,,Not Returned,,54,Female,City36,Credit Card,Next-Day,7.76,1,2,0,0.0,East
ORD00006615,PROD00006615,USER00006615,2023-10-21,1.6995744e+18,Clothing,417.72,1,Late Delivery,Returned,20.0,23,Female,City02,Debit Card,Next-Day,59.02,1,3,1,0.333,South
ORD00007413,PROD00007413,USER00007413,2023-02-20,1.6772832e+18,Grocery,64.16,3,Quality Issue,Returned,5.0,24,Male,City27,Credit Card,Next-Day,0.0,3,9,2,0.222,South
ORD00007586,PROD00007586,USER00007586,2024-02-01,1.7093376e+18,Books,427.29,1,Changed Mind,Returned,30.0,27,Female,City34,Credit Card,Standard,21.82,6,2,1,0.5,South
ORD00005344,PROD00005344,USER00005344,2024-09-19,1.727568e+18,Clothing,210.51,1,Quality Issue,Returned,10.0,18,Female,City50,PayPal,Express,10.85,4,3,0,0.0,South
ORD00009863,PROD00009863,USER00009863,2024-08-08,,Electronics,406.32,6,,Not Returned,,46,Male,City12,Wallet,Next-Day,0.0,3,7,0,0.0,North
ORD00007111,PROD00007111,USER00007111,2024-08-04,,Beauty,323.86,2,,Not Returned,,66,Male,City33,Debit Card,Express,23.05,4,6,1,0.167,Central
ORD00001874,PROD00001874,USER00001874,2023-07-07,1.690416e+18,Toys,386.1,2,Damaged,Returned,20.0,25,Male,City02,Wallet,Next-Day,24.39,1,4,3,0.75,West
ORD00008516,PROD00008516,USER00008516,2024-11-13,,Toys,364.84,4,,Not Returned,,55,Female,City06,Cash on Delivery,Standard,0.0,5,2,1,0.5,South
ORD00005270,PROD00005270,USER00005270,2024-06-25,,Electronics,457.69,1,,Not Returned,,23,Male,City04,Debit Card,Next-Day,14.25,4,4,0,0.0,East
ORD00005096,PROD00005096,USER00005096,2024-12-03,,Books,69.91,7,,Not Returned,,66,Female,City19,Credit Card,Express,0.0,3,4,2,0.5,Central
ORD00002904,PROD00002904,USER00002904,2023-10-26,,Clothing,385.31,5,,Not Returned,,46,Male,City15,PayPal,Standard,18.68,5,3,2,0.667,South
ORD00000570,PROD00000570,USER00000570,2023-11-17,1.7010432e+18,Books,259.12,4,,Returned,10.0,27,Male,City38,Wallet,Next-Day,0.0,1,4,0,0.0,Central
ORD00001448,PROD00001448,USER00001448,2024-05-21,,Home,4.89,5,,Not Returned,,66,Male,City25,Debit Card,Express,15.29,3,3,2,0.667,West
ORD00005964,PROD00005964,USER00005964,2024-07-28,,Electronics,336.72,6,,Not Returned,,33,Male,City48,Credit Card,Standard,0.0,5,4,1,0.25,West
ORD00006242,PROD00006242,USER00006242,2024-05-21,1.7171136e+18,Sports,140.2,1,Size Issue,Returned,10.0,47,Male,City07,Debit Card,Next-Day,21.52,2,6,0,0.0,South
ORD00006347,PROD00006347,USER00006347,2024-10-13,,Clothing,493.5,4,,Not Returned,,47,Male,City03,PayPal,Standard,12.29,9,2,1,0.5,South
ORD00007874,PROD00007874,USER00007874,2024-12-11,1.7343936e+18,Grocery,440.3,1,Changed Mind,Returned,6.0,24,Female,City30,Cash on Delivery,Standard,0.0,8,4,0,0.0,South
ORD00009816,PROD00009816,USER00009816,2024-02-25,1.7096832e+18,Clothing,58.08,1,Changed Mind,Returned,10.0,54,Male,City06,Debit Card,Standard,10.32,5,4,0,0.0,West
ORD00003226,PROD00003226,USER00003226,2023-09-08,1.6949952e+18,Clothing,409.18,4,Changed Mind,Returned,10.0,45,Female,City26,PayPal,Express,20.62,3,3,0,0.0,East
ORD00009744,PROD00009744,USER00009744,2023-06-16,,Sports,381.27,5,,Not Returned,,32,Male,City44,Credit Card,Express,0.0,3,3,1,0.333,South
ORD00003978,PROD00003978,USER00003978,2023-09-10,,Automotive,267.66,2,,Not Returned,,32,Male,City05,Wallet,Standard,5.8,7,3,1,0.333,North
ORD00004383,PROD00004383,USER00004383,2023-03-02,,Home,260.43,2,,Not Returned,,25,Female,City11,Debit Card,Standard,0.0,5,2,0,0.0,South
ORD00007856,PROD00007856,USER00007856,2023-12-11,1.7048448e+18,Automotive,77.37,1,Wrong Item,Returned,30.0,23,Male,City06,Debit Card,Next-Day,0.0,3,2,1,0.5,North
ORD00003539,PROD00003539,USER00003539,2023-08-27,,Books,244.28,2,,Not Returned,,34,Female,City30,PayPal,Express,0.0,5,4,1,0.25,West
ORD00005682,PROD00005682,USER00005682,2023-02-08,,Grocery,404.73,4,,Not Returned,,24,Female,City01,Debit Card,Express,0.0,4,2,1,0.5,East
ORD00002827,PROD00002827,USER00002827,2023-02-22,,Beauty,260.67,1,,Not Returned,,67,Female,City45,Credit Card,Express,9.53,3,3,0,0.0,Central
ORD00007658,PROD00007658,USER00007658,2023-02-22,,Grocery,504.53,1,,Not Returned,,26,Male,City04,Credit Card,Next-Day,12.86,1,4,1,0.25,East
ORD00004996,PROD00004996,USER00004996,2023-11-29,,Home,334.98,1,,Not Returned,,33,Male,City37,Cash on Delivery,Standard,0.0,6,6,1,0.167,North
ORD00001338,PROD00001338,USER00001338,2023-09-28,1.6962912e+18,Electronics,135.07,2,Quality Issue,Returned,5.0,56,Female,City08,Debit Card,Standard,0.0,7,7,2,0.286,North
ORD00003262,PROD00003262,USER00003262,2023-09-08,,Home,360.43,3,,Not Returned,,19,Male,City10,Debit Card,Express,0.0,7,4,0,0.0,North
ORD00006386,PROD00006386,USER00006386,2023-08-08,1.6923168e+18,Home,209.72,2,Damaged,Returned,10.0,45,Female,City38,Credit Card,Express,0.0,3,5,2,0.4,West
ORD00007951,PROD00007951,USER00007951,2023-10-01,,Home,151.06,1,,Not Returned,,31,Male,City02,Wallet,Standard,0.0,7,3,0,0.0,East
ORD00000650,PROD00000650,USER00000650,2024-01-20,,Sports,257.23,8,,Not Returned,,25,Female,City21,PayPal,Express,14.14,5,3,3,1.0,West
ORD00002902,PROD00002902,USER00002902,2024-06-16,,Sports,303.04,2,,Not Returned,,47,Male,City14,Debit Card,Standard,9.18,10,7,1,0.143,Central
ORD00002258,PROD00002258,USER00002258,2024-08-06,,Books,85.35,1,,Not Returned,,30,Male,City21,Credit Card,Express,0.0,3,3,0,0.0,Central
ORD00007402,PROD00007402,USER00007402,2023-05-12,,Electronics,418.77,1,,Not Returned,,43,Female,City30,Wallet,Next-Day,14.92,1,1,0,0.0,North
ORD00003521,PROD00003521,USER00003521,2024-09-01,,Accessories,236.03,2,,Not Returned,,18,Female,City16,Cash on Delivery,Next-Day,8.83,1,1,0,0.0,South
ORD00002730,PROD00002730,USER00002730,2024-09-07,,Home,78.23,1,,Not Returned,,27,Male,City05,Credit Card,Express,0.0,8,6,0,0.0,South
ORD00005496,PROD00005496,USER00005496,2023-05-29,,Beauty,353.18,2,,Not Returned,,46,Female,City30,Credit Card,Express,15.8,3,5,0,0.0,North
ORD00004478,PROD00004478,USER00004478,2023-08-07,,Beauty,322.84,2,,Not Returned,,20,Male,City43,Credit Card,Next-Day,0.0,1,5,2,0.4,West
ORD00001596,PROD00001596,USER00001596,2023-04-27,,Electronics,339.48,4,,Not Returned,,26,Female,City06,Debit Card,Standard,0.0,5,6,3,0.5,North
ORD00007066,PROD00007066,USER00007066,2023-09-17,,Sports,157.82,2,,Not Returned,,43,Female,City42,Credit Card,Express,0.0,8,7,0,0.0,South
ORD00002584,PROD00002584,USER00002584,2024-12-29,1.7362944e+18,Accessories,227.93,3,Size Issue,Returned,10.0,54,Female,City46,Credit Card,Express,11.0,3,5,1,0.2,West
ORD00005441,PROD00005441,USER00005441,2023-10-05,,Books,233.84,3,,Not Returned,,25,Female,City14,Debit Card,Next-Day,0.0,2,4,1,0.25,North
ORD00003196,PROD00003196,USER00003196,2024-10-31,,Electronics,184.66,2,,Not Returned,,64,Female,City28,Wallet,Standard,16.84,6,6,3,0.5,West
ORD00008523,PROD00008523,USER00008523,2024-04-19,1.7152128e+18,Toys,346.62,6,Damaged,Returned,20.0,34,Female,City36,Debit Card,Standard,0.0,5,0,0,0.0,Central
ORD00007682,PROD00007682,USER00007682,2023-01-11,,Clothing,133.96,2,,Not Returned,,27,Female,City02,PayPal,Standard,25.36,5,1,0,0.0,North
ORD00005376,PROD00005376,USER00005376,2023-12-25,,Sports,202.39,2,,Not Returned,,63,Female,City23,Credit Card,Next-Day,12.47,2,4,1,0.25,North
ORD00001258,PROD00001258,USER00001258,2023-01-11,,Clothing,445.92,1,,Not Returned,,25,Female,City12,Credit Card,Next-Day,28.35,1,4,1,0.25,Central
ORD00005277,PROD00005277,USER00005277,2023-10-05,1.69776e+18,Sports,459.86,4,Damaged,Returned,15.0,34,Female,City48,PayPal,Standard,8.78,6,3,0,0.0,South
ORD00000991,PROD00000991,USER00000991,2023-10-30,,Home,472.11,3,,Not Returned,,32,Male,City49,Debit Card,Express,62.85,5,3,0,0.0,South
ORD00003504,PROD00003504,USER00003504,2024-01-13,,Toys,127.4,1,,Not Returned,,18,Female,City33,Credit Card,Next-Day,0.0,6,2,0,0.0,North
ORD00000113,PROD00000113,USER00000113,2024-03-10,,Accessories,158.69,2,,Not Returned,,32,Male,City21,Debit Card,Standard,26.97,5,6,0,0.0,West
ORD00000919,PROD00000919,USER00000919,2023-04-23,,Home,311.36,3,,Not Returned,,66,Male,City06,Credit Card,Express,0.0,3,1,0,0.0,South
ORD00002509,PROD00002509,USER00002509,2023-09-04,,Sports,107.21,1,,Not Returned,,43,Male,City05,PayPal,Next-Day,64.9,3,9,2,0.222,East
ORD00009404,PROD00009404,USER00009404,2024-07-29,,Home,167.11,1,,Not Returned,,33,Male,City31,Credit Card,Next-Day,0.0,4,6,0,0.0,South
ORD00000165,PROD00000165,USER00000165,2023-10-01,,Home,356.89,1,,Not Returned,,67,Male,City42,Debit Card,Express,31.07,3,2,0,0.0,North
ORD00005263,PROD00005263,USER00005263,2024-02-02,,Toys,129.69,6,,Not Returned,,18,Male,City03,Debit Card,Express,6.33,3,7,1,0.143,West
ORD00004603,PROD00004603,USER00004603,2023-07-28,1.691712e+18,Home,250.33,2,Wrong Item,Returned,14.0,46,Female,City03,PayPal,Standard,0.0,7,4,1,0.25,West
ORD00000949,PROD00000949,USER00000949,2024-06-17,,Clothing,384.18,2,,Not Returned,,44,Male,City11,Credit Card,Express,24.72,5,2,0,0.0,West
ORD00004594,PROD00004594,USER00004594,2023-03-07,1.6798752e+18,Beauty,528.36,2,Late Delivery,Returned,20.0,33,Female,City44,Debit Card,Standard,22.9,8,5,1,0.2,East
ORD00005727,PROD00005727,USER00005727,2023-06-20,,Accessories,120.05,1,,Not Returned,,43,Female,City06,Debit Card,Express,15.83,3,2,0,0.0,East
ORD00003770,PROD00003770,USER00003770,2024-03-20,,Electronics,449.16,5,,Not Returned,,55,Female,City42,Debit Card,Standard,0.0,5,4,0,0.0,Central
ORD00002506,PROD00002506,USER00002506,2023-07-27,,Toys,119.66,3,,Not Returned,,65,Male,City18,Credit Card,Next-Day,0.0,1,0,0,0.0,Central
ORD00005107,PROD00005107,USER00005107,2023-03-11,,Clothing,100.09,3,,Not Returned,,34,Male,City16,Credit Card,Next-Day,69.52,1,2,1,0.5,West
ORD00002850,PROD00002850,USER00002850,2023-01-22,,Electronics,329.46,2,,Not Returned,,23,Male,City10,Credit Card,Next-Day,0.0,4,5,0,0.0,East
ORD00006485,PROD00006485,USER00006485,2024-10-01,1.7294688e+18,Books,154.0,6,,Returned,20.0,57,Male,City45,Wallet,Standard,20.62,5,2,1,0.5,North
ORD00005362,PROD00005362,USER00005362,2023-10-02,,Electronics,275.91,2,,Not Returned,,45,Male,City26,Credit Card,Next-Day,67.72,6,3,0,0.0,West
ORD00007442,PROD00007442,USER00007442,2023-04-09,,Electronics,521.31,3,,Not Returned,,45,Male,City28,PayPal,Next-Day,22.11,1,3,0,0.0,North
ORD00004446,PROD00004446,USER00004446,2024-12-25,,Beauty,422.61,2,,Not Returned,,31,Male,City49,Credit Card,Express,41.45,5,6,2,0.333,East
ORD00004460,PROD00004460,USER00004460,2024-01-31,1.7075232e+18,Books,173.16,2,Size Issue,Returned,10.0,30,Female,City48,Cash on Delivery,Express,0.0,5,3,2,0.667,North
ORD00009513,PROD00009513,USER00009513,2024-03-18,,Books,241.18,3,,Not Returned,,45,Male,City13,Cash on Delivery,Next-Day,0.0,1,1,0,0.0,West
ORD00002505,PROD00002505,USER00002505,2023-02-27,,Electronics,296.88,1,,Not Returned,,30,Female,City04,Credit Card,Express,20.85,5,5,0,0.0,East
ORD00001114,PROD00001114,USER00001114,2023-03-09,,Sports,97.37,7,,Not Returned,,18,Male,City15,Credit Card,Express,10.59,3,7,4,0.571,North
ORD00008397,PROD00008397,USER00008397,2023-04-19,,Clothing,404.67,1,,Not Returned,,43,Male,City08,Credit Card,Express,21.44,3,2,0,0.0,South
ORD00000298,PROD00000298,USER00000298,2023-02-22,,Sports,97.44,1,,Not Returned,,54,Male,City24,Credit Card,Standard,0.0,9,4,1,0.25,East
ORD00001675,PROD00001675,USER00001675,2024-12-18,,Clothing,183.2,2,,Not Returned,,34,Female,City12,Credit Card,Standard,30.25,5,5,1,0.2,North
ORD00003347,PROD00003347,USER00003347,2023-02-13,,Electronics,119.55,2,,Not Returned,,30,Male,City40,Cash on Delivery,Standard,0.0,6,1,0,0.0,West
ORD00002735,PROD00002735,USER00002735,2023-01-21,1.6755552e+18,Books,301.17,4,Late Delivery,Returned,15.0,23,Male,City04,Credit Card,Standard,0.0,5,4,1,0.25,East
ORD00007819,PROD00007819,USER00007819,2023-10-03,,Clothing,118.6,7,,Not Returned,,47,Male,City22,Debit Card,Standard,9.44,5,7,1,0.143,South
ORD00004988,PROD00004988,USER00004988,2024-10-29,,Sports,108.56,1,,Not Returned,,34,Male,City16,Credit Card,Standard,0.0,6,7,3,0.429,South
ORD00009894,PROD00009894,USER00009894,2023-08-28,,Automotive,183.82,1,,Not Returned,,32,Male,City16,Credit Card,Express,58.12,6,4,0,0.0,North
ORD00005817,PROD00005817,USER00005817,2023-02-11,1.6765056e+18,Electronics,53.42,1,Quality Issue,Returned,5.0,27,Female,City29,Credit Card,Next-Day,0.0,1,5,2,0.4,North
ORD00004325,PROD00004325,USER00004325,2023-07-01,,Electronics,153.88,4,,Not Returned,,44,Female,City30,Cash on Delivery,Standard,38.55,7,6,1,0.167,West
ORD00006719,PROD00006719,USER00006719,2024-03-17,,Home,511.39,1,,Not Returned,,33,Female,City21,Credit Card,Express,0.0,5,2,0,0.0,West
ORD00008786,PROD00008786,USER00008786,2023-04-08,,Toys,162.54,2,,Not Returned,,44,Female,City37,Cash on Delivery,Express,5.62,5,6,1,0.167,East
ORD00004550,PROD00004550,USER00004550,2023-04-26,,Sports,157.96,3,,Not Returned,,53,Male,City22,Credit Card,Next-Day,0.0,1,4,0,0.0,West
